card_id,playerClass,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
CORE_ICC_085,DRUID,SPELL,Ultimate Infestation,PLACEHOLDER_202204,"[x]Deal $5 damage. Draw
5 cards. Gain 5 Armor.
Summon a 5/5 Ghoul.",10,,,EPIC,true,"Ghouls in the pipe, five by five.",,,,,,
CORE_ICC_086,MAGE,SPELL,Glacial Mysteries,PLACEHOLDER_202204,"Put one of each <b>Secret</b> from your deck into
the battlefield.",8,,,EPIC,true,The secret is in the frosting.,,,,,,
CORE_ICC_088,SHAMAN,MINION,Voodoo Hexxer,PLACEHOLDER_202204,"<b>Taunt</b>
<b>Freeze</b> any character damaged by this minion.",5,2,7,RARE,true,"The Silver Hand recruits shuddered in terror when they saw the dreaded totem of the Hexxer: A tiny little snowman, impaled with pins.",,,,,,
CORE_ICC_089,SHAMAN,SPELL,Ice Fishing,PLACEHOLDER_202204,Draw 2 Murlocs from your deck.,2,,,COMMON,true,"Glow fish, war fish... blow fish, more fish...",,,,,,
CORE_ICC_090,SHAMAN,MINION,Snowfury Giant,PLACEHOLDER_202204,Costs (1) less for each Mana Crystal you've <b><b>Overload</b>ed</b> this game.,11,8,8,EPIC,true,This minion goes all the way to 11!,ELEMENTAL,,,,,
CORE_ICC_091,WARRIOR,SPELL,Dead Man's Hand,PLACEHOLDER_202204,Shuffle a copy of your hand into your deck.,2,,,EPIC,true,"I got two pair, Rags and Armorsmiths. What you got?",,,,,,
CORE_ICC_092,NEUTRAL,MINION,Acherus Veteran,PLACEHOLDER_202204,<b>Battlecry:</b> Give a friendly minion +1 Attack.,1,2,1,COMMON,true,This is my Runeblade. There are many like it but this one is mine.,UNDEAD,,,Give +1 Attack.,,
CORE_ICC_093,NEUTRAL,MINION,Tuskarr Fisherman,PLACEHOLDER_202204,<b>Battlecry:</b> Give a friendly minion <b>Spell Damage +1</b>.,2,2,3,COMMON,true,"If you bring him 500 fish, he'll give you this sweet Kalu'ak Fishing Pole.",UNDEAD,,,Give Spell Damage +1.,,
CORE_ICC_094,NEUTRAL,MINION,Fallen Sun Cleric,PLACEHOLDER_202204,<b>Battlecry:</b> Give a friendly minion +1/+1.,2,2,1,COMMON,true,It's hard to keep a Shattered Sun Cleric down.,UNDEAD,,,Give +1/+1.,,
CORE_ICC_096,NEUTRAL,MINION,Furnacefire Colossus,PLACEHOLDER_202204,<b>Battlecry:</b> Discard all weapons from your hand and gain their stats.,6,6,6,EPIC,true,"Smelts in his mouth, not in your hand.",UNDEAD,,,,,
CORE_ICC_097,NEUTRAL,MINION,Grave Shambler,PLACEHOLDER_202204,"Whenever your weapon is destroyed, gain +1/+1.",4,4,4,COMMON,true,I think one of the necromancers got a little carried away.,ELEMENTAL,,,,,
CORE_ICC_098,NEUTRAL,MINION,Tomb Lurker,PLACEHOLDER_202204,"[x]<b>Battlecry:</b> Add a random
<b>Deathrattle</b> minion that died
this game to your hand.",5,5,3,EPIC,true,"She hangs out in all the tombs, but she rarely posts.",UNDEAD,,,,,
CORE_ICC_099,NEUTRAL,MINION,Ticking Abomination,PLACEHOLDER_202204,<b>Deathrattle:</b> Deal 5 damage to your minions.,4,5,6,RARE,true,Abomination. Emphasis on the second syllable.,UNDEAD,,,,,
CORE_ICC_200,HUNTER,SPELL,Venomstrike Trap,PLACEHOLDER_202204,"<b>Secret:</b> When one of your minions is attacked, summon a 2/3 <b>Poisonous</b> Cobra.",2,,,RARE,true,Snakes on a frozen plain.,,,,,,
CORE_ICC_201,ROGUE,SPELL,Roll the Bones,PLACEHOLDER_202204,"Draw a card.
If it has <b>Deathrattle</b>, cast this again.",2,,,RARE,true,Call it: Heads or Tailbone…,,,,,,
CORE_ICC_204,HUNTER,MINION,Professor Putricide,PLACEHOLDER_202204,"After you play a <b>Secret</b>,
put a random Hunter <b>Secret</b> into the battlefield.",4,5,4,LEGENDARY,true,"Among his more notable inventions: A tentacle-groomer, a plague that would wipe out all life on Azeroth, and a fidget spinner.",UNDEAD,,,,,
CORE_ICC_206,WARLOCK,SPELL,Treachery,PLACEHOLDER_202204,Choose a friendly minion and give it to your opponent.,3,,,EPIC,true,Never look a gift minion in the mouth.,,,,,,
CORE_ICC_207,PRIEST,SPELL,Devour Mind,PLACEHOLDER_202204,Copy 3 cards in your opponent's deck and add them to your hand.,5,,,RARE,true,"A mind is a terrible thing to waste. Seconds, anyone?",,,,,,
CORE_ICC_210,PRIEST,MINION,Shadow Ascendant,CORE,"[x]At the end of your turn,
give another random
friendly minion +1/+1.",2,2,3,COMMON,true,"When you're at the bottom, there's nowhere to ascend, but up.",UNDEAD,Unlocked with Priest class.,Unlocked after winning 50 games as Priest.,,,
CORE_ICC_212,PRIEST,MINION,Acolyte of Agony,PLACEHOLDER_202204,<b>Lifesteal</b>,3,3,3,COMMON,true,It takes many years of practiced study in order to fully master agony.,UNDEAD,,,,,
CORE_ICC_213,PRIEST,SPELL,Eternal Servitude,PLACEHOLDER_202204,<b>Discover</b> a friendly minion that died this game. Summon it.,4,,,RARE,true,What do you mean I don't get overtime pay for this?!,,,,,,
CORE_ICC_214,PRIEST,MINION,Obsidian Statue,CORE,"[x]<b>Taunt, Lifesteal</b>
<b>Deathrattle:</b> Destroy a
 random enemy minion.",9,4,8,EPIC,true,The original artist spent many hours with a fine chisel perfecting the facial expression for maximum tauntiness.,,Unlocked with Priest class.,Unlocked after winning 250 games as Priest.,,,
CORE_ICC_215,PRIEST,MINION,Archbishop Benedictus,PLACEHOLDER_202204,<b>Battlecry:</b> Shuffle a copy of your opponent's deck into your deck.,7,4,6,LEGENDARY,true,Nobody expects the Archbishop's Benediction!,,,,,,
CORE_ICC_218,WARLOCK,MINION,Howlfiend,PLACEHOLDER_202204,"Whenever this minion takes damage, discard a random card.",3,3,6,COMMON,true,The problem is that he carries those cards in his mouth.,DEMON,,,,,
CORE_ICC_220,NEUTRAL,MINION,Deadscale Knight,PLACEHOLDER_202204,<b>Lifesteal</b>,1,1,1,COMMON,true,His favorite spell is Chum Explosion.,MURLOC,,,,,
CORE_ICC_221,ROGUE,SPELL,Leeching Poison,PLACEHOLDER_202204,Give your weapon <b>Lifesteal</b> this turn.,1,,,COMMON,true,No actual leeches were harmed in the creation of this card.,,,,,,
CORE_ICC_233,ROGUE,SPELL,Doomerang,PLACEHOLDER_202204,"Throw your weapon at a minion. It deals its damage, then returns to your hand.",1,,,EPIC,true,Guaranteed to return your weapon directly to your hand! (Wear gloves. Thick ones.),,,,,,
CORE_ICC_235,PRIEST,SPELL,Shadow Essence,PLACEHOLDER_202204,Summon a 5/5 copy of a random minion in your deck.,7,,,RARE,true,Difficult to bottle up and sell. But it packs a punch.,,,,,,
CORE_ICC_236,SHAMAN,WEAPON,Ice Breaker,PLACEHOLDER_202204,Destroy any <b>Frozen</b> minion damaged by this.,3,1,3,RARE,true,A great way to end a conversation.,,,,,,0
CORE_ICC_238,WARRIOR,MINION,Animated Berserker,PLACEHOLDER_202204,"After you play a minion, deal 1 damage to it.",1,1,3,COMMON,true,He'd be a lot easier to animate if he would just stand still.,,,,,,
CORE_ICC_240,ROGUE,MINION,Runeforge Haunter,PLACEHOLDER_202204,"During your turn, your weapon doesn't lose Durability.",4,5,3,RARE,true,"Don't worry, he'll keep an eye on that for you.",UNDEAD,,,,,
CORE_ICC_243,HUNTER,MINION,Corpse Widow,PLACEHOLDER_202204,Your <b>Deathrattle</b> cards cost (2) less.,5,4,6,RARE,true,"Her marriage survived death, but it decayed pretty quickly after that.",BEAST,,,,,
CORE_ICC_244,PALADIN,SPELL,Desperate Stand,PLACEHOLDER_202204,"Give a minion ""<b>Deathrattle:</b> Return this to life with 1 Health.""",2,,,RARE,true,"They're grateful for the help, but most minions would prefer not dying in the first place.",,,,,,
CORE_ICC_245,PALADIN,MINION,Blackguard,PLACEHOLDER_202204,"Whenever your hero is healed, deal that much damage to a random enemy minion.",6,3,9,EPIC,true,"""Did I ever tell you the story of when I single-handedly took down a 29/29 C'thun?"" - Reno Jackson",UNDEAD,,,,,
CORE_ICC_252,MAGE,MINION,Coldwraith,PLACEHOLDER_202204,"<b>Battlecry:</b> If an enemy is <b>Frozen</b>, draw a card.",3,3,4,COMMON,true,He's freezing his bones off!,UNDEAD,,,,,
CORE_ICC_257,NEUTRAL,MINION,Corpse Raiser,PLACEHOLDER_202204,"[x]<b>Battlecry:</b> Give a friendly
minion ""<b>Deathrattle:</b>
  Resummon this minion.""",5,3,3,RARE,true,"He was just minding his business, farming corpses, when you meddling adventurers came along.",,,,"Give ""Deathrattle: Resummon this minion.""",,
CORE_ICC_281,WARRIOR,SPELL,Forge of Souls,PLACEHOLDER_202204,Draw 2 weapons from your deck.,2,,,COMMON,true,"Powerful weaponry forged by Bronjahm, the Godfather of Souls.",,,,,,
CORE_ICC_289,SHAMAN,MINION,Moorabi,PLACEHOLDER_202204,"Whenever another minion is <b>Frozen</b>, add a copy of it to your hand.",6,4,4,LEGENDARY,true,Most disturbing is how Moorabi covers all those frozen minions with flavored syrup.,,,,,,
CORE_ICC_314,NEUTRAL,MINION,The Lich King,PLACEHOLDER_202204,"[x]<b>Taunt</b>
At the end of your turn,
add a random <b>Lich King</b>
card to your hand.",8,8,8,LEGENDARY,true,"""All that I am: anger, cruelty, vengeance, 8 attack - I bestow upon you, my chosen knight.""",UNDEAD,,,,,
CORE_ICC_405,WARRIOR,MINION,Rotface,PLACEHOLDER_202204,"[x]After this minion
survives damage,
summon a random
<b>Legendary</b> minion.",8,4,6,LEGENDARY,true,Daddy! I think I made a Legendary!,UNDEAD,,,,,
CORE_ICC_407,WARLOCK,MINION,Gnomeferatu,PLACEHOLDER_202204,"<b>Battlecry:</b> Remove
the top card of your opponent's deck.",2,2,3,EPIC,true,"She prefers the term ""Glampire.""",UNDEAD,,,,,
CORE_ICC_408,WARRIOR,MINION,Val'kyr Soulclaimer,PLACEHOLDER_202204,"[x]After this minion
survives damage,
summon a 2/2 Ghoul.",3,1,4,RARE,true,My Ghoul friend is back and you're gonna be in trouble.,UNDEAD,,,,,
CORE_ICC_415,HUNTER,MINION,Stitched Tracker,PLACEHOLDER_202204,<b>Battlecry:</b> <b>Discover</b> a copy of a minion in your deck.,3,2,2,COMMON,true,He's just exercising his right to bear arms.,UNDEAD,,,,,
CORE_ICC_419,HUNTER,MINION,Bearshark,PLACEHOLDER_202204,<b>Elusive</b>,3,4,3,COMMON,true,"""Candygram.""",BEAST,Unlocked with Hunter class.,Unlocked after winning 50 games as Hunter.,,,
CORE_ICC_450,WARRIOR,MINION,Death Revenant,PLACEHOLDER_202204,<b>Battlecry:</b> Gain +1/+1 for each damaged minion.,5,3,3,RARE,true,How's everyone doing? Hurt? Bleeding? Wounded? ... Excellent.,UNDEAD,,,,,
CORE_ICC_466,NEUTRAL,MINION,Saronite Chain Gang,PLACEHOLDER_202204,"[x]<b>Taunt</b>
<b>Battlecry:</b> Summon a
copy of this minion.",4,2,3,RARE,true,Desperately needs some alone time.,DRAENEI,,,,,
CORE_ICC_467,NEUTRAL,MINION,Deathspeaker,PLACEHOLDER_202204,<b>Battlecry:</b> Give a friendly minion <b>Immune</b> this turn.,3,2,4,COMMON,true,"It helps to speak really, really loud.",UNDEAD,,,Give Immune this turn.,,
CORE_ICC_468,NEUTRAL,MINION,Wretched Tiller,PLACEHOLDER_202204,"Whenever this minion attacks, deal 2 damage to the enemy hero.",1,1,1,COMMON,true,"If you ever tried to plow permafrost, you’d be wretched, too.",UNDEAD,,,,,
CORE_ICC_469,WARLOCK,SPELL,Unwilling Sacrifice,PLACEHOLDER_202204,Choose a friendly minion. Destroy it and a random enemy minion.,3,,,RARE,true,"Stand right... there. Perfect, perfect! Now don't move.",,,,,,
CORE_ICC_481,SHAMAN,HERO,"Thrall, Deathseer",PLACEHOLDER_202204,<b>Battlecry:</b> Transform your minions into random ones that cost (2) more.,5,,30,LEGENDARY,true,"""Do not be afraid. Approach. The dead will sleep… for now.""",,,,,,
CORE_ICC_700,NEUTRAL,MINION,Happy Ghoul,PLACEHOLDER_202204,Costs (0) if your hero was healed this turn.,3,3,3,RARE,true,When life gives you snow…,UNDEAD,,,,,
CORE_ICC_701,NEUTRAL,MINION,Skulking Geist,PLACEHOLDER_202204,"<b>Battlecry:</b> Destroy all
1-Cost spells in both hands and decks.",6,4,6,EPIC,true,"It's as though a million Jade Idols cried out, and were suddenly silenced.",UNDEAD,,,,,
CORE_ICC_702,NEUTRAL,MINION,Shallow Gravedigger,PLACEHOLDER_202204,<b>Deathrattle:</b> Add a random <b>Deathrattle</b> minion to your hand.,3,3,1,RARE,true,It's hard to put them six feet under when you're three feet tall.,UNDEAD,,,,,
CORE_ICC_705,NEUTRAL,MINION,Bonemare,PLACEHOLDER_202204,<b>Battlecry:</b> Give a friendly minion +4/+4 and <b>Taunt</b>.,7,5,5,COMMON,true,Attacks her job with unbridled enthusiasm.,UNDEAD,,,Give +4/+4 and Taunt.,,
CORE_ICC_706,NEUTRAL,MINION,Nerubian Unraveler,PLACEHOLDER_202204,Spells cost (2) more.,6,5,5,EPIC,true,He loves a good yarn.,,,,,,
CORE_ICC_801,PALADIN,MINION,Howling Commander,PLACEHOLDER_202204,<b>Battlecry:</b> Draw a <b>Divine Shield</b> minion from your deck.,3,2,2,RARE,true,Enlistment in her battalion comes with several pairs of earplugs.,UNDEAD,,,,,
CORE_ICC_802,PRIEST,SPELL,Spirit Lash,PLACEHOLDER_202204,"<b>Lifesteal</b>
Deal $1 damage to all minions.",2,,,COMMON,true,"We've got spirit, yes we do! We've got spirit, stolen from you!",,,,,,
CORE_ICC_807,DRUID,MINION,Strongshell Scavenger,PLACEHOLDER_202204,<b>Battlecry:</b> Give your <b>Taunt</b> minions +2/+2.,4,2,3,RARE,true,"It isn't ""grave robbing"" when there's no grave. It's just scavenging…",,,,,,
CORE_ICC_808,DRUID,MINION,Crypt Lord,PLACEHOLDER_202204,"[x]<b>Taunt</b>
After you summon a minion,
 gain +1 Health.",3,1,6,COMMON,true,The original fifth beetle!,UNDEAD,,,,,
CORE_ICC_809,ROGUE,MINION,Plague Scientist,PLACEHOLDER_202204,<b>Combo:</b> Give a friendly minion <b>Poisonous</b>.,3,2,3,COMMON,true,The excruciating pain means it's working!,UNDEAD,Unlocked with Rogue class.,Unlocked after winning 50 games as Rogue.,Give Poisonous.,,
CORE_ICC_810,NEUTRAL,MINION,Deathaxe Punisher,PLACEHOLDER_202204,<b>Battlecry:</b> Give a random <b>Lifesteal</b> minion in your hand +2/+2.,4,3,3,EPIC,true,Don't fear the Arcanite Reaper.,UNDEAD,,,,,
CORE_ICC_811,ROGUE,MINION,Lilian Voss,PLACEHOLDER_202204,<b>Battlecry:</b> Replace spells in your hand with random spells <i>(from your opponent's class).</i>,4,4,5,LEGENDARY,true,"She doesn't feel pity, or remorse, or fear. And she absolutely will not stop... ever, until all necromancers are dead.",UNDEAD,,,,,
CORE_ICC_812,NEUTRAL,MINION,Meat Wagon,PLACEHOLDER_202204,"[x]<b>Deathrattle:</b> Summon a
minion from your deck
with less Attack than
this minion.",4,1,4,EPIC,true,"Necromancers call it ""Meals on Wheels.""",MECHANICAL,,,,,
CORE_ICC_820,PALADIN,MINION,Chillblade Champion,PLACEHOLDER_202204,"<b>Charge</b>
<b>Lifesteal</b>",4,3,2,COMMON,true,"It slices, it dices, it vaporizes! The Chillblade will make a Champion out of even the lowliest gnome.",UNDEAD,,,,,
CORE_ICC_823,MAGE,SPELL,Simulacrum,PLACEHOLDER_202204,Copy the lowest Cost minion in your hand.,3,,,EPIC,true,"It's like déjà vu, times two.",,,,,,
CORE_ICC_825,HUNTER,MINION,Abominable Bowman,PLACEHOLDER_202204,"[x]<b>Deathrattle:</b> Summon
a random friendly Beast
that died this game.",7,6,7,EPIC,true,Frosty the Bowman... was an angry hateful soul... with a fresh hewn bow and a missing nose...,UNDEAD,,,,,
CORE_ICC_827,ROGUE,HERO,Valeera the Hollow,PLACEHOLDER_202204,<b>Battlecry:</b> Gain <b>Stealth</b> until your next turn.,9,,30,LEGENDARY,true,"""Run away. Hide in your precious keeps, behind your walls and your bodyguards. Night always falls, and shadows will fill your hallowed halls. One day, one of those shadows will be me.""",,,,,,
CORE_ICC_828,HUNTER,HERO,Deathstalker Rexxar,PLACEHOLDER_202204,"[x]<b>Battlecry:</b> Deal 2 damage
to all enemy minions.",6,,30,LEGENDARY,true,"""You were too slow, old friend. The hunt began long ago. And now... it will never end.""",,,,,,
CORE_ICC_829,PALADIN,HERO,Uther of the Ebon Blade,PLACEHOLDER_202204,<b>Battlecry:</b> Equip a 5/3 <b>Lifesteal</b> weapon.,9,,30,LEGENDARY,true,"""Step forward. Confess! Once I was a mere servant of the Light. Now I alone stand in judgement.""",,,,,,
CORE_ICC_830,PRIEST,HERO,Shadowreaper Anduin,PLACEHOLDER_202204,<b>Battlecry:</b> Destroy all minions with 5 or more Attack.,8,,30,LEGENDARY,true,"""I will tell you what Velen never taught me. Whosoever stands before the Light… inevitably casts a shadow.""",,,,,,
CORE_ICC_831,WARLOCK,HERO,Bloodreaver Gul'dan,PLACEHOLDER_202204,<b>Battlecry:</b> Summon all friendly Demons that died this game.,10,,30,LEGENDARY,true,"""Still you refuse to bend your knee? None can escape death, you old fool. And in death… all will serve me…""",,,,,,
CORE_ICC_832,DRUID,HERO,Malfurion the Pestilent,PLACEHOLDER_202204,"[x]<b>Choose One -</b>
Summon 2 <b>Poisonous</b>
Spiders; or 2 Scarabs
with <b>Taunt</b>.",7,,30,LEGENDARY,true,"""Cenarius once taught me about the precarious balance between life and death. I have come to understand: there IS no balance. Death always wins.""",,,,,,
CORE_ICC_833,MAGE,HERO,Frost Lich Jaina,PLACEHOLDER_202204,"[x]<b>Battlecry:</b> Summon a
3/6 Water Elemental.
Your Elementals have
<b>Lifesteal</b> this game.",9,,30,LEGENDARY,true,"""Arthas was a spoiled child, playing with toys he could neither control nor understand. Come into the cold. I will show you the true power of the Frozen Throne.""",,,,,,
CORE_ICC_834,WARRIOR,HERO,Scourgelord Garrosh,PLACEHOLDER_202204,<b>Battlecry</b>: Equip a 4/3 Shadowmourne that also damages adjacent minions.,8,,30,LEGENDARY,true,"""You dare to challenge me? Come! Draw your last breath - and then, you are mine.""",,,,,,
CORE_ICC_835,DRUID,MINION,Hadronox,PLACEHOLDER_202204,"<b>Deathrattle:</b> Summon your <b>Taunt</b> minions that
died this game.",9,3,7,LEGENDARY,true,The viziers of Azjol-Nerub released Hadronox as a last-ditch effort to hold back the Lich King. They did so by VERY carefully scooping him up in a LARGE newspaper and releasing him.,BEAST,,,,,
CORE_ICC_836,MAGE,SPELL,Breath of Sindragosa,PLACEHOLDER_202204,Deal $2 damage to a random enemy minion and <b>Freeze</b> it.,1,,,COMMON,true,Is it cold in here or is it just Sindragosa?,,,,,,
CORE_ICC_837,WARRIOR,SPELL,Bring It On!,PLACEHOLDER_202204,Gain 10 Armor. Reduce the Cost of minions in your opponent's hand by (2).,2,,,EPIC,true,"Brrr, it's cold in here. Let's hope she doesn't have an Auctioneer!",,,,,,
CORE_ICC_838,MAGE,MINION,Sindragosa,PLACEHOLDER_202204,<b>Battlecry:</b> Summon two 0/1 Frozen Champions.,8,8,8,LEGENDARY,true,"""I recognize your effort but I think your magic still has room for improvement."" - Sindragosa after taking a class on giving constructive feedback.",DRAGON,,,,,
CORE_ICC_841,WARLOCK,MINION,Blood-Queen Lana'thel,PLACEHOLDER_202204,"[x]<b>Lifesteal</b>
Has +1 Attack for each
card you've discarded
this game.",5,1,6,LEGENDARY,true,"As a young blood-princess she learned the proper way for a lady to curtsy, how to address fellow members of royalty, and how to bite them.",UNDEAD,,,,,
CORE_ICC_849,PRIEST,SPELL,Embrace Darkness,PLACEHOLDER_202204,"[x]Choose an enemy minion.
At the start of your turn,
gain control of it.",6,,,EPIC,true,"Once you both get comfortable, darkness is actually pretty snuggly.",,,,,,
CORE_ICC_850,ROGUE,WEAPON,Shadowblade,PLACEHOLDER_202204,<b>Battlecry:</b> Your hero is <b>Immune</b> this turn.,3,3,2,RARE,true,"It's tacky to call it ""Shadeblade.""",,,,,,0
CORE_ICC_851,NEUTRAL,MINION,Prince Keleseth,PLACEHOLDER_202204,"<b>Battlecry:</b> If your deck has no 2-Cost cards, give all minions in your deck +1/+1.",2,2,2,LEGENDARY,true,Three Princes stand before you. This one wants to buff his brothers.,UNDEAD,,,,,
CORE_ICC_852,NEUTRAL,MINION,Prince Taldaram,PLACEHOLDER_202204,"<b>Battlecry:</b> If your deck has no 3-Cost cards, transform into a 3/3 copy of a minion.",3,3,3,LEGENDARY,true,Three Princes stand before you. This one wants to copy others.,UNDEAD,,,Transform into a copy.,,
CORE_ICC_853,NEUTRAL,MINION,Prince Valanar,PLACEHOLDER_202204,"<b>Battlecry:</b> If your deck has no 4-Cost cards, gain <b>Lifesteal</b> and <b>Taunt</b>.",4,4,4,LEGENDARY,true,Three Princes stand before you. This one devours one after another.,UNDEAD,,,,,
CORE_ICC_854,NEUTRAL,MINION,Arfus,PLACEHOLDER_202204,"[x]<b>Deathrattle:</b> Add a random
<b>Lich King</b> card to your hand.",4,2,2,LEGENDARY,true,There must always be a Lick King.,BEAST,,,,,
CORE_ICC_855,NEUTRAL,MINION,Hyldnir Frostrider,PLACEHOLDER_202204,<b>Battlecry:</b> <b>Freeze</b> your other minions.,3,4,4,COMMON,true,"Don't be fooled, that polar bear's the one in charge.",,,,,,
